pair_id,style,ref_path,search_path,gt_x,gt_y,pitch,scale,noise_sigma_ref,noise_sigma_search,rotation_deg,blur_ref,blur_search,dose_ref,dose_search,charging_intensity,salt_pepper_prob,gamma_ref,gamma_search,classical_pred_x,classical_pred_y,classical_error_px,classical_time_sec,classical_confident,classical_n_candidates,dl_pred_x,dl_pred_y,dl_error_px,dl_time_sec,dl_confident
514,dram,data/train_canonical/ref_0514.png,data/train_canonical/search_0514.png,593.53,481.31,45,9.721,7.14,17.85,0.38,0.3,0.6,533.9,95.7,0.0,0.0,0.997,1.145,593.5,481.5,0.19235384061670693,0.21904301643371582,True,3,596.0,484.0,3.651985761198984,0.0399324893951416,True
515,finfet,data/train_canonical/ref_0515.png,data/train_canonical/search_0515.png,614.46,503.02,23,9.242,6.59,10.41,-1.55,0.31,0.78,519.2,152.9,0.382,0.0,0.949,1.117,578.5,503.5,35.96320341682596,0.2112414836883545,True,9,612.0,500.0,3.895125158451275,0.04363822937011719,True
516,finfet,data/train_canonical/ref_0516.png,data/train_canonical/search_0516.png,431.35,411.07,23,10.945,5.91,13.65,-1.79,0.31,0.45,436.9,181.2,0.342,0.0004,1.005,1.03,431.5,522.5,111.43010096019836,0.2042555809020996,True,4,428.0,412.0,3.47669383178907,0.041704416275024414,True
517,finfet,data/train_canonical/ref_0517.png,data/train_canonical/search_0517.png,384.03,396.26,20,9.812,4.63,15.01,-0.29,0.49,0.7,395.0,132.3,0.539,0.0028,0.95,0.887,578.0,526.0,233.35986908635346,0.19464826583862305,False,11,388.0,396.0,3.9785047442475436,0.03840994834899902,True
518,dram,data/train_canonical/ref_0518.png,data/train_canonical/search_0518.png,548.45,529.12,37,10.863,4.25,13.47,0.66,0.39,0.53,476.2,151.3,0.506,0.0,1.073,0.98,548.5,515.5,13.620091776489618,0.21432948112487793,True,6,548.0,516.0,13.127714957295506,0.04462480545043945,True
519,finfet,data/train_canonical/ref_0519.png,data/train_canonical/search_0519.png,538.91,424.24,30,9.061,7.96,12.79,0.18,0.28,0.67,439.8,123.8,0.0,0.0,0.97,1.0,538.5,538.5,114.26073560064279,0.2045726776123047,True,9,540.0,428.0,3.914805231425952,0.03821563720703125,True
520,finfet,data/train_canonical/ref_0520.png,data/train_canonical/search_0520.png,561.35,444.61,29,10.965,6.6,12.42,1.06,0.45,0.5,492.0,198.8,0.502,0.0,1.024,0.976,561.5,444.5,0.18601075237737247,0.18588519096374512,True,6,564.0,452.0,7.850770662807549,0.04336977005004883,True
521,dram,data/train_canonical/ref_0521.png,data/train_canonical/search_0521.png,497.64,383.32,42,9.517,5.39,16.15,-0.81,0.32,0.7,409.6,182.1,0.0,0.0,0.993,0.864,497.5,484.5,101.18009685704003,0.21934771537780762,True,3,500.0,380.0,4.073327877792312,0.041769981384277344,True
522,dram,data/train_canonical/ref_0522.png,data/train_canonical/search_0522.png,395.13,401.8,45,9.741,7.64,15.28,0.3,0.41,0.44,414.3,182.7,0.0,0.0,0.936,1.114,441.0,474.0,85.53886192836563,0.20204496383666992,True,9,396.0,404.0,2.3657768280207576,0.04110217094421387,True
523,finfet,data/train_canonical/ref_0523.png,data/train_canonical/search_0523.png,384.04,622.15,21,10.546,6.1,13.86,-0.35,0.42,0.43,326.2,126.5,0.563,0.0,1.029,1.061,465.5,462.5,179.231286610346,0.20312142372131348,False,9,380.0,628.0,7.109437389836163,0.03922748565673828,True
524,dram,data/train_canonical/ref_0524.png,data/train_canonical/search_0524.png,365.18,633.69,35,10.532,7.44,13.34,-0.91,0.34,0.8,533.3,150.5,0.0,0.0,1.052,0.982,527.5,477.5,225.2622882330729,0.1971895694732666,False,9,364.0,636.0,2.593935234349494,0.04824352264404297,True
525,finfet,data/train_canonical/ref_0525.png,data/train_canonical/search_0525.png,380.98,384.93,23,9.105,4.52,14.64,-1.21,0.38,0.84,383.3,185.1,0.385,0.0,0.986,1.063,538.5,573.5,245.70550522932936,0.20447611808776855,False,8,388.0,380.0,8.578187454235296,0.060065507888793945,True
526,dram,data/train_canonical/ref_0526.png,data/train_canonical/search_0526.png,446.8,507.51,35,10.41,7.18,11.3,-0.32,0.24,0.43,585.9,150.7,0.0,0.0008,1.083,1.014,443.5,507.5,3.30001515148038,0.20364928245544434,True,7,444.0,508.0,2.8425516705945864,0.04179549217224121,True
527,finfet,data/train_canonical/ref_0527.png,data/train_canonical/search_0527.png,589.01,496.23,26,9.431,7.59,11.24,-1.48,0.46,0.83,335.7,99.2,0.0,0.0,0.955,1.015,589.5,496.5,0.5594640292279738,0.1557307243347168,True,6,596.0,500.0,7.941851169595159,0.04053783416748047,True
528,finfet,data/train_canonical/ref_0528.png,data/train_canonical/search_0528.png,529.11,424.14,25,10.47,4.72,15.53,1.82,0.49,0.6,522.4,191.4,0.0,0.0002,0.926,0.906,529.5,424.5,0.5307541803886232,0.22138667106628418,True,7,532.0,428.0,4.822001659062347,0.04437565803527832,True
529,finfet,data/train_canonical/ref_0529.png,data/train_canonical/search_0529.png,381.83,621.02,25,10.017,7.78,15.02,2.71,0.51,0.6,593.7,135.0,0.0,0.0,0.959,1.12,522.0,464.0,210.48256293574534,0.19929981231689453,False,13,388.0,620.0,6.253742879268396,0.045089006423950195,True
530,finfet,data/train_canonical/ref_0530.png,data/train_canonical/search_0530.png,533.61,390.55,23,9.248,4.34,13.3,-2.63,0.4,0.55,456.4,126.0,0.305,0.0003,0.931,0.868,533.5,523.5,132.95004550582146,0.20298147201538086,False,3,532.0,388.0,3.0157254516948493,0.05077409744262695,True
531,dram,data/train_canonical/ref_0531.png,data/train_canonical/search_0531.png,515.96,461.43,44,10.71,4.65,10.96,0.54,0.39,0.87,518.6,190.7,0.754,0.0014,1.065,1.047,515.5,461.5,0.4652956049653086,0.192047119140625,True,5,516.0,468.0,6.570121764472855,0.04617428779602051,True
532,finfet,data/train_canonical/ref_0532.png,data/train_canonical/search_0532.png,516.01,585.52,24,10.56,4.2,11.14,-0.27,0.21,0.79,542.0,151.3,0.0,0.0,1.04,0.86,516.5,585.5,0.49040799340957747,0.20229816436767578,True,5,516.0,588.0,2.4800201612083903,0.046042442321777344,True
533,finfet,data/train_canonical/ref_0533.png,data/train_canonical/search_0533.png,405.21,533.99,21,10.219,6.44,11.34,0.7,0.49,0.77,389.1,146.6,0.517,0.0,1.055,1.012,406.0,476.0,57.995380850547065,0.2108445167541504,True,11,404.0,540.0,6.1305954033845556,0.050342559814453125,True
534,finfet,data/train_canonical/ref_0534.png,data/train_canonical/search_0534.png,429.6,490.46,21,10.039,5.33,12.41,-2.44,0.29,0.85,498.7,153.4,0.437,0.003,0.953,1.047,430.0,490.0,0.6095900261650964,0.2028944492340088,True,7,428.0,492.0,2.220720603768096,0.049288272857666016,True
535,finfet,data/train_canonical/ref_0535.png,data/train_canonical/search_0535.png,580.4,393.13,20,9.356,4.24,16.58,0.04,0.5,0.85,581.9,138.5,0.33,0.0,0.967,1.05,580.5,541.5,148.37003369953112,0.201462984085083,True,13,580.0,396.0,2.897740499078551,0.04427528381347656,True
536,finfet,data/train_canonical/ref_0536.png,data/train_canonical/search_0536.png,594.04,422.91,21,10.875,6.58,15.43,1.44,0.57,0.75,597.5,184.7,0.562,0.0026,0.939,0.985,594.5,491.5,68.59154248156253,0.196730375289917,True,10,596.0,420.0,3.508518205738754,0.04064202308654785,True
537,dram,data/train_canonical/ref_0537.png,data/train_canonical/search_0537.png,459.69,630.7,39,10.385,4.89,16.69,2.56,0.48,0.83,501.3,164.9,0.335,0.0,1.022,0.886,459.5,480.5,150.2001201730545,0.212890625,False,9,460.0,628.0,2.717738030053715,0.05117940902709961,True
538,dram,data/train_canonical/ref_0538.png,data/train_canonical/search_0538.png,524.8,482.02,40,10.846,7.89,13.79,0.07,0.4,0.58,467.5,85.7,0.0,0.0002,1.031,0.912,524.5,500.5,18.482434904524908,0.19392848014831543,False,6,524.0,388.0,94.02340346956176,0.041327476501464844,False
539,finfet,data/train_canonical/ref_0539.png,data/train_canonical/search_0539.png,494.46,545.09,20,10.567,6.9,17.39,-0.64,0.23,0.69,385.6,197.4,0.745,0.0,1.005,0.956,494.5,545.5,0.41194659848088994,0.20380282402038574,True,10,500.0,340.0,205.16481106661544,0.04052567481994629,True
540,finfet,data/train_canonical/ref_0540.png,data/train_canonical/search_0540.png,388.71,601.06,21,10.285,7.36,10.09,1.16,0.31,0.54,410.7,138.4,0.388,0.0,0.907,0.961,452.5,464.5,150.7242439025653,0.20669865608215332,False,9,388.0,604.0,3.024516490284074,0.040472984313964844,True
541,finfet,data/train_canonical/ref_0541.png,data/train_canonical/search_0541.png,556.45,603.85,28,10.378,4.72,16.58,-2.37,0.29,0.9,456.4,171.8,0.0,0.0,1.073,0.948,556.5,520.5,83.35001499699926,0.20014142990112305,False,4,556.0,604.0,0.47434164902529286,0.0458064079284668,True
542,dram,data/train_canonical/ref_0542.png,data/train_canonical/search_0542.png,469.6,485.35,38,10.162,6.69,12.44,-1.16,0.57,0.8,470.5,115.6,0.0,0.0015,0.989,0.867,470.0,485.0,0.5315072906367304,0.19930648803710938,True,4,476.0,484.0,6.5408332802479965,0.046616315841674805,True
543,finfet,data/train_canonical/ref_0543.png,data/train_canonical/search_0543.png,369.51,569.05,26,10.013,4.44,13.7,2.94,0.57,0.79,322.6,92.9,0.0,0.0,0.939,0.966,572.0,569.0,202.49000617314428,0.1970665454864502,False,8,372.0,572.0,3.860388581477299,0.047210693359375,True
544,finfet,data/train_canonical/ref_0544.png,data/train_canonical/search_0544.png,561.42,384.25,28,10.498,4.6,14.76,-1.11,0.34,0.65,579.6,93.6,0.0,0.0,0.911,1.03,561.5,554.5,170.25001879588737,0.19208645820617676,True,6,564.0,388.0,4.551801841029573,0.04560375213623047,True
545,dram,data/train_canonical/ref_0545.png,data/train_canonical/search_0545.png,546.67,505.73,41,9.307,7.77,16.06,-1.77,0.55,0.87,392.2,139.8,0.0,0.0,0.941,1.078,546.5,505.5,0.2860069929214921,0.20960354804992676,True,4,548.0,508.0,2.630931394012399,0.057596445083618164,True
546,dram,data/train_canonical/ref_0546.png,data/train_canonical/search_0546.png,445.94,396.57,38,10.613,7.53,13.0,-2.13,0.48,0.79,567.4,113.1,0.0,0.0,0.972,0.999,446.5,425.5,28.935419471644096,0.21637821197509766,True,5,452.0,388.0,10.496118330125661,0.06405091285705566,True
547,dram,data/train_canonical/ref_0547.png,data/train_canonical/search_0547.png,391.88,483.47,43,10.154,6.26,13.54,2.13,0.39,0.4,588.7,104.4,0.518,0.0,1.078,0.972,506.0,483.0,114.12096783676522,0.2091360092163086,False,9,388.0,484.0,3.9160311541150863,0.04709506034851074,True
548,dram,data/train_canonical/ref_0548.png,data/train_canonical/search_0548.png,526.65,471.77,45,10.259,6.73,16.46,-2.43,0.5,0.65,346.1,140.7,0.0,0.0,0.961,1.146,526.5,471.5,0.3088689042295831,0.20089077949523926,True,7,532.0,468.0,6.544875858257367,0.05264544486999512,True
549,finfet,data/train_canonical/ref_0549.png,data/train_canonical/search_0549.png,498.08,626.25,22,10.97,7.79,17.45,2.48,0.39,0.89,554.9,113.0,0.412,0.0,0.991,0.945,498.5,489.5,136.75064497105672,0.2138683795928955,True,7,500.0,628.0,2.597864507629307,0.04821372032165527,True
550,dram,data/train_canonical/ref_0550.png,data/train_canonical/search_0550.png,443.34,562.43,43,10.042,5.75,11.44,-1.41,0.3,0.53,479.9,168.2,0.0,0.0,0.996,1.066,443.0,562.0,0.5481788029465751,0.17693209648132324,True,6,444.0,564.0,1.7030854353203158,0.052922964096069336,True
551,dram,data/train_canonical/ref_0551.png,data/train_canonical/search_0551.png,448.2,466.89,45,10.544,5.94,17.41,0.41,0.44,0.44,373.2,163.6,0.797,0.0018,1.024,0.91,448.5,475.5,8.61522489549752,0.19212746620178223,True,11,452.0,476.0,9.87076998009782,0.051323890686035156,True
552,dram,data/train_canonical/ref_0552.png,data/train_canonical/search_0552.png,575.59,417.02,43,10.613,4.91,12.0,2.89,0.21,0.88,356.3,194.5,0.0,0.0,0.969,1.085,575.5,417.5,0.48836461788301494,0.1967322826385498,True,4,580.0,420.0,5.322452442248763,0.04946160316467285,True
553,dram,data/train_canonical/ref_0553.png,data/train_canonical/search_0553.png,572.84,370.61,43,10.523,4.65,12.58,1.7,0.31,0.79,404.1,88.1,0.0,0.002,1.089,0.946,572.5,525.5,154.89037316760522,0.21266436576843262,True,3,572.0,372.0,1.6240997506311046,0.04735541343688965,True
554,finfet,data/train_canonical/ref_0554.png,data/train_canonical/search_0554.png,472.67,475.13,21,10.151,6.48,15.12,2.57,0.22,0.46,494.9,187.3,0.0,0.0,1.077,0.963,473.0,475.0,0.3546829570193475,0.19854235649108887,True,3,476.0,476.0,3.4417727990092404,0.04198455810546875,True
555,dram,data/train_canonical/ref_0555.png,data/train_canonical/search_0555.png,507.32,524.92,35,10.516,4.23,10.42,1.59,0.57,0.63,569.1,160.1,0.0,0.0,0.93,1.001,507.5,524.5,0.45694638635179957,0.19794893264770508,True,3,508.0,524.0,1.1440279716859785,0.05102038383483887,True
556,dram,data/train_canonical/ref_0556.png,data/train_canonical/search_0556.png,610.02,576.92,37,10.696,5.38,10.76,-2.82,0.43,0.46,574.7,108.4,0.0,0.0,0.969,1.062,503.5,576.5,106.52082801030039,0.2089824676513672,True,5,620.0,580.0,10.444462647738304,0.047986507415771484,True
557,dram,data/train_canonical/ref_0557.png,data/train_canonical/search_0557.png,548.19,511.33,45,9.115,6.83,13.24,0.57,0.59,0.84,304.8,125.9,0.0,0.001,0.977,1.094,548.5,511.5,0.35355339059323354,0.2021958827972412,True,2,548.0,516.0,4.673863498220736,0.04545736312866211,True
558,finfet,data/train_canonical/ref_0558.png,data/train_canonical/search_0558.png,627.53,511.9,25,9.435,5.63,13.81,-1.82,0.46,0.72,406.9,146.1,0.75,0.0029,0.976,0.86,410.5,511.5,217.03036861232115,0.20230960845947266,True,9,628.0,508.0,3.928218425698837,0.04201054573059082,True
559,finfet,data/train_canonical/ref_0559.png,data/train_canonical/search_0559.png,574.38,594.41,24,10.333,7.1,17.21,0.27,0.33,0.81,306.2,84.0,0.511,0.0,0.905,0.871,573.5,594.5,0.8845903006477054,0.20171070098876953,True,10,572.0,596.0,2.862254356272356,0.04082775115966797,True
560,dram,data/train_canonical/ref_0560.png,data/train_canonical/search_0560.png,604.97,491.14,45,10.41,6.25,11.7,-2.89,0.35,0.74,502.8,146.5,0.471,0.0,1.099,1.125,509.5,491.5,95.4706787448377,0.20675992965698242,True,5,604.0,492.0,1.2963410045200592,0.05076408386230469,True
561,dram,data/train_canonical/ref_0561.png,data/train_canonical/search_0561.png,521.53,476.11,43,10.766,7.04,12.85,3.0,0.34,0.45,514.2,193.5,0.0,0.0,0.998,0.853,521.5,476.5,0.39115214431214324,0.216719388961792,True,2,524.0,476.0,2.472448179436758,0.0496826171875,True
562,finfet,data/train_canonical/ref_0562.png,data/train_canonical/search_0562.png,546.15,578.26,24,9.53,6.18,16.16,0.81,0.52,0.59,572.6,83.9,0.0,0.0,1.093,1.01,546.5,578.5,0.42438190347848276,0.19773316383361816,True,5,548.0,580.0,2.539704707244548,0.04649686813354492,True
563,finfet,data/train_canonical/ref_0563.png,data/train_canonical/search_0563.png,558.97,402.66,27,9.417,4.23,16.89,-2.94,0.33,0.46,504.1,131.6,0.0,0.0,1.083,1.023,558.5,402.5,0.4964876634922903,0.20386767387390137,True,8,564.0,404.0,5.205429857370057,0.044527530670166016,True
564,dram,data/train_canonical/ref_0564.png,data/train_canonical/search_0564.png,544.6,382.32,38,10.316,6.66,12.6,0.93,0.48,0.56,388.8,133.9,0.0,0.0014,1.093,0.853,544.5,507.5,125.18003994247645,0.2012195587158203,True,6,548.0,388.0,6.619848940874703,0.045179128646850586,True
565,finfet,data/train_canonical/ref_0565.png,data/train_canonical/search_0565.png,401.3,549.85,23,9.626,7.24,13.31,-1.61,0.25,0.59,330.7,132.0,0.447,0.0,1.015,0.993,554.5,486.5,165.78136958054122,0.20354580879211426,False,11,404.0,548.0,3.272995569810632,0.040071964263916016,True
566,finfet,data/train_canonical/ref_0566.png,data/train_canonical/search_0566.png,575.64,494.06,20,9.108,4.8,15.34,-1.29,0.36,0.66,578.0,142.9,0.0,0.0,1.087,1.129,575.5,494.5,0.46173585522460153,0.18851137161254883,True,7,580.0,500.0,7.368391954829771,0.039398908615112305,True
567,finfet,data/train_canonical/ref_0567.png,data/train_canonical/search_0567.png,458.91,531.01,22,9.167,6.29,10.6,-0.02,0.46,0.64,496.7,91.1,0.0,0.0,1.045,1.016,458.5,519.5,11.517300030823188,0.203277587890625,True,7,452.0,532.0,6.9805587168936825,0.04700970649719238,True
568,finfet,data/train_canonical/ref_0568.png,data/train_canonical/search_0568.png,587.83,479.66,28,10.474,4.29,10.47,-0.0,0.31,0.84,589.3,157.5,0.717,0.0,0.977,1.149,587.5,479.5,0.36674241641789274,0.21181917190551758,True,7,588.0,484.0,4.343328216932237,0.04183554649353027,True
569,dram,data/train_canonical/ref_0569.png,data/train_canonical/search_0569.png,446.16,634.32,37,10.395,6.81,11.57,-1.26,0.38,0.42,454.3,129.7,0.0,0.0025,1.053,1.093,446.5,513.5,120.8204783966692,0.20020270347595215,True,5,756.0,636.0,309.8445545753547,0.04581427574157715,True
570,dram,data/train_canonical/ref_0570.png,data/train_canonical/search_0570.png,413.01,440.52,45,9.632,6.5,16.78,2.62,0.37,0.67,490.7,89.7,0.0,0.0,0.994,0.936,412.5,440.5,0.510392006206984,0.19020462036132812,True,3,412.0,444.0,3.6236031791574677,0.04669070243835449,True
571,dram,data/train_canonical/ref_0571.png,data/train_canonical/search_0571.png,474.03,385.53,41,10.554,7.43,16.37,2.43,0.34,0.83,544.3,116.6,0.0,0.0,0.901,1.12,473.5,482.5,96.97144837528212,0.19580984115600586,True,5,476.0,388.0,3.159398676963742,0.04804873466491699,True
572,finfet,data/train_canonical/ref_0572.png,data/train_canonical/search_0572.png,383.05,503.22,25,10.952,4.62,17.5,1.86,0.57,0.84,372.9,172.4,0.0,0.0,1.084,0.853,483.5,503.5,100.4503902431444,0.18949413299560547,True,6,388.0,228.0,275.26451078916807,0.04218745231628418,True
573,finfet,data/train_canonical/ref_0573.png,data/train_canonical/search_0573.png,380.15,521.39,22,10.691,6.75,16.32,-2.8,0.57,0.44,551.9,149.5,0.0,0.0,0.904,0.941,470.5,521.5,90.35006696179038,0.18932199478149414,True,10,380.0,524.0,2.6143067914841334,0.04101228713989258,True
574,dram,data/train_canonical/ref_0574.png,data/train_canonical/search_0574.png,616.65,365.66,36,10.395,4.01,13.32,1.81,0.25,0.62,346.9,155.4,0.0,0.0,1.047,1.061,471.5,514.5,207.89869672511173,0.21056056022644043,True,12,620.0,372.0,7.170641533363653,0.044115304946899414,True
575,dram,data/train_canonical/ref_0575.png,data/train_canonical/search_0575.png,530.77,518.39,36,10.334,5.95,17.57,1.13,0.49,0.47,543.7,149.9,0.0,0.0,1.093,0.913,530.5,518.5,0.29154759474225334,0.20629525184631348,True,5,540.0,652.0,133.92843238088022,0.04632449150085449,True
576,finfet,data/train_canonical/ref_0576.png,data/train_canonical/search_0576.png,562.57,487.86,27,9.476,5.71,11.94,2.5,0.25,0.52,481.0,84.7,0.0,0.0,1.014,1.133,562.5,487.5,0.3667424164178679,0.20016813278198242,True,7,564.0,492.0,4.380011415510209,0.04591083526611328,True
577,finfet,data/train_canonical/ref_0577.png,data/train_canonical/search_0577.png,590.28,449.67,22,10.768,4.49,10.5,1.65,0.5,0.4,590.5,196.0,0.627,0.0018,1.017,0.901,590.5,449.5,0.2780287754891882,0.18851375579833984,True,4,588.0,452.0,3.2599539874053134,0.04149341583251953,True
578,finfet,data/train_canonical/ref_0578.png,data/train_canonical/search_0578.png,432.84,396.6,28,10.678,5.09,15.19,0.17,0.46,0.76,318.6,168.1,0.385,0.0,1.069,0.871,432.5,495.5,98.90058442698908,0.18691658973693848,False,7,436.0,396.0,3.216457678875969,0.042578697204589844,True
579,finfet,data/train_canonical/ref_0579.png,data/train_canonical/search_0579.png,464.42,389.53,23,9.748,5.2,15.31,-1.91,0.33,0.72,562.6,194.6,0.0,0.0,1.039,0.948,464.5,500.5,110.9700288366188,0.20198345184326172,False,5,460.0,388.0,4.677317607347192,0.040528297424316406,True
580,finfet,data/train_canonical/ref_0580.png,data/train_canonical/search_0580.png,392.39,546.37,26,9.975,5.72,10.67,2.47,0.41,0.55,494.0,192.7,0.0,0.0,0.986,1.1,408.0,546.0,15.614384393885032,0.19866156578063965,True,9,396.0,548.0,3.9609342332333775,0.05977129936218262,True
581,finfet,data/train_canonical/ref_0581.png,data/train_canonical/search_0581.png,452.91,553.85,23,9.095,4.04,13.87,-2.13,0.25,0.76,469.4,190.4,0.0,0.0,0.927,0.851,452.5,553.5,0.539073278877776,0.16341161727905273,True,8,452.0,556.0,2.334652008330138,0.046707868576049805,True
582,dram,data/train_canonical/ref_0582.png,data/train_canonical/search_0582.png,538.6,469.92,43,10.993,7.57,17.08,-1.49,0.53,0.47,471.8,113.4,0.496,0.0,1.09,1.073,538.5,469.5,0.43174066289847884,0.19005775451660156,True,3,540.0,476.0,6.23910249955871,0.04887652397155762,True
583,finfet,data/train_canonical/ref_0583.png,data/train_canonical/search_0583.png,603.55,597.9,30,10.622,5.11,11.92,-0.39,0.48,0.8,380.2,149.5,0.0,0.0015,0.92,1.031,602.5,492.5,105.40522994614638,0.20850157737731934,True,11,500.0,692.0,139.9193071023438,0.041066884994506836,True
584,finfet,data/train_canonical/ref_0584.png,data/train_canonical/search_0584.png,593.22,404.41,22,10.974,5.15,13.74,1.43,0.42,0.57,387.1,113.9,0.334,0.0,0.961,0.948,593.5,404.5,0.2941088233970212,0.20072722434997559,True,7,596.0,404.0,2.8100711734758375,0.04744982719421387,True
585,finfet,data/train_canonical/ref_0585.png,data/train_canonical/search_0585.png,625.14,587.13,22,10.575,7.38,14.71,-0.38,0.38,0.45,530.9,196.8,0.0,0.0,0.95,0.91,425.5,529.5,207.7915939108221,0.18996620178222656,True,11,628.0,588.0,2.989397932694824,0.04091954231262207,True
